Date,2024-01-15 10:30:00
Filename,train_normal_004.csv
Data Label,정상
Label_No,00
Motor Spec,L-CAHU-01R,1765,11,21.8
Period,500SEC
Sample Rate,4000
RMS,0.01037733,
Data Length,500,
0.0,0.003574411076124643
0.00025,0.006199363914678164
0.0005,0.020074311852714723
0.00075,0.0027495466850073302
0.001,-0.0019397378373943225
0.00125,-0.005605961731549375
0.0015,-0.0015372518095756035
0.00175,-0.00788018510247276
0.002,0.0048790216150589386
0.0022500000000000003,0.014218851029391735
0.0025,-0.025689301672787778
0.00275,-0.008586838239836149
0.003,-0.005385262104203842
0.0032500000000000003,-0.007614581241227564
0.0035,-0.008267123019770407
0.00375,8.878729195286283e-05
0.004,0.023873943731260977
0.00425,-0.008036472048448097
0.0045000000000000005,0.004922023199130018
0.00475,-0.0037062649374366243
0.005,0.02262423128268482
0.00525,-0.015699507638534674
0.0055,-0.006769076806979969
0.00575,0.008675146774584988
0.006,0.0015315011596094882
0.00625,-0.0009522027978953498
0.006500000000000001,0.009794711634470368
0.00675,-0.017766346116970137
0.007,-0.004655257610681423
0.00725,0.011830891758614496
0.0075,0.005769931831805606
0.00775,-0.004128156969229182
0.008,-0.016058877474699126
0.00825,-0.007647272012395003
0.0085,0.006839974173598331
0.00875,0.004795168858410258
0.009000000000000001,-0.015550490326908898
0.00925,-0.0030821614983385366
0.0095,0.003970529624273917
0.00975,0.01438363757620654
0.01,0.01565004004117324
0.01025,0.00025506760835806416
0.0105,-0.02360549289053991
0.010750000000000001,0.00012654272988325737
0.011,0.007069440572466306
0.01125,-0.018816454307817004
0.0115,-0.012099146870689699
0.01175,-0.00899310734776258
0.012,-0.008668139699336382
0.01225,0.0009084004777774354
0.0125,-0.0033192785012220024
0.012750000000000001,-0.00209549826703954
0.013000000000000001,0.018479693437689557
0.01325,-0.0030680082769509428
0.0135,-0.007263484314857654
0.01375,-0.007290476382336101
0.014,-0.012925931920526788
0.01425,0.00866803111648913
0.0145,-0.008858007264496134
0.014750000000000001,-0.006634780994541171
0.015,0.010329552409193105
0.01525,0.005769051633908612
0.0155,0.006295815356120245
0.01575,-0.014751173425071727
0.016,-0.0048608550390284895
0.01625,-0.0016062924974445433
0.0165,-0.014515017337069995
0.01675,-0.0005147151554493189
0.017,0.0015975915114955607
0.01725,-0.009586719971969247
0.0175,-0.006331394630412704
0.017750000000000002,-0.010766519801475588
0.018000000000000002,-0.010394500420574587
0.01825,-0.0016237214655838133
0.0185,-0.0011319970314502058
0.01875,0.007945382354639364
0.019,0.008114207552303559
0.01925,-0.009042325770763722
0.0195,0.008074970295295887
0.01975,0.001053152845645769
0.02,0.00028652274458936314
0.02025,-0.020228753940292023
0.0205,0.0017812723077593497
0.02075,-0.010908823967043681
0.021,-0.00377273926996174
0.02125,-0.001981470996543557
0.021500000000000002,0.0021360674680415788
0.021750000000000002,0.008297399810568037
0.022,-0.021301468159337755
0.02225,0.00422572725950274
0.0225,-0.007147230051744668
0.02275,0.012585014401151104
0.023,0.014125454005775142
0.02325,0.010215257325803497
0.0235,-0.007822198937330369
0.02375,0.004457844280438354
0.024,0.010238659973528253
0.02425,-0.0036626837577051364
0.0245,-0.00199159581447709
0.02475,0.0008437481223988883
0.025,0.0017296627364675125
0.02525,-0.011300472821108352
0.025500000000000002,0.009815921372094845
0.025750000000000002,0.01043934482865473
0.026000000000000002,0.0031118669065097393
0.02625,0.008900004456875232
0.0265,-0.00764684416976862
0.02675,0.0018900078356008027
0.027,-0.0027036606278541555
0.02725,-0.0035159017646822087
0.0275,-5.2004859951070476e-05
0.02775,0.0053460281969555734
0.028,-0.015967948221651436
0.02825,-0.006404478092430964
0.0285,0.007069786215971491
0.02875,-0.01741411278308359
0.029,0.013936460163810572
0.02925,0.00966550421404895
0.029500000000000002,0.004451432534162652
0.029750000000000002,-0.009327675605565848
0.03,-0.0050797684899059545
0.03025,0.007678871423170217
0.0305,0.012810929202345816
0.03075,0.006470222443402991
0.031,-0.003736186172232696
0.03125,0.015120947900733822
0.0315,-0.005900897742083653
0.03175,0.0164726571921847
0.032,0.024953083380174216
0.03225,-0.013790190005199564
0.0325,0.003556524260541567
0.03275,-0.0041964465421642
0.033,-0.012772840616564059
0.03325,-0.003977406954121483
0.0335,0.002828634073466065
0.03375,0.006136858686083573
0.034,0.014889425247705047
0.03425,-0.0008860397007253418
0.0345,0.0051194338564144485
0.03475,0.004912683461190292
0.035,0.0048073236847876516
0.035250000000000004,-0.007102164597965959
0.035500000000000004,-0.009079669418670904
0.035750000000000004,0.0008351644886224381
0.036000000000000004,0.019920098299767645
0.03625,-0.022470270785508936
0.0365,0.008178873465953166
0.03675,0.003170580622842405
0.037,-0.0041957234928351305
0.03725,-0.008867102413969812
0.0375,-0.004155362655457069
0.03775,-0.010050728085905515
0.038,0.00543280368501434
0.03825,-0.005254026182406172
0.0385,-0.003660982349627604
0.03875,-0.01509910942690914
0.039,0.00545612602403011
0.03925,0.0034635447935733757
0.0395,0.006182746934857679
0.03975,0.003164292500042696
0.04,-0.00408234965017064
0.04025,0.002052819568423577
0.0405,0.0025425811481002178
0.04075,-0.005683088529571232
0.041,-0.0020459589367176167
0.04125,-0.005102707274319178
0.0415,-0.009262893581420002
0.04175,0.016265979370414553
0.042,-0.0030247576826006716
0.04225,-0.0023604586046911463
0.0425,0.013153605324911841
0.04275,-0.00312912413253605
0.043000000000000003,0.009605930321202712
0.043250000000000004,0.009015673066674315
0.043500000000000004,0.0005744364591948515
