Date,2024-01-15 10:30:00
Filename,train_anomaly_000.csv
Data Label,축정렬불량
Label_No,01
Motor Spec,L-CAHU-01R,1765,11,21.8
Period,500SEC
Sample Rate,4000
RMS,0.10233335,
Data Length,500,
0.0,0.14558977549728894
0.00025,0.04471025861643943
0.0005,0.14416977074535875
0.00075,0.12032925907175838
0.001,0.1498074705529261
0.00125,0.030708002223008353
0.0015,0.09235097370148111
0.00175,0.028720112663323916
0.002,0.05199233316053539
0.0022500000000000003,0.06169122656522867
0.0025,0.10867962467230295
0.00275,0.09488878718349553
0.003,0.09918927272272496
0.0032500000000000003,0.026988531279559677
0.0035,0.025071976495799814
0.00375,0.05770812346135577
0.004,0.07984851978701499
0.00425,-0.02751595575334924
0.0045000000000000005,0.09764687091170092
0.00475,0.02920834159909219
0.005,0.051568158697963246
0.00525,-0.04364145542550244
0.0055,0.01483233330370657
0.00575,0.07478032706106846
0.006,0.12117952031563074
0.00625,0.1953771153611856
0.006500000000000001,0.10609472273113683
0.00675,0.07397633997662391
0.007,0.0833744765538972
0.00725,0.0726280512881387
0.0075,0.11395885773076593
0.00775,0.15022211543787412
0.008,0.14129082900168438
0.00825,0.19552777448491948
0.0085,0.13148493678625972
0.00875,0.08314518854403065
0.009000000000000001,0.15832564084097073
0.00925,0.11083127723279519
0.0095,0.08194004479154887
0.00975,0.08768785333242232
0.01,-0.03458455849358589
0.01025,0.03629822201815036
0.0105,0.08471142808487538
0.010750000000000001,-0.06017215871209697
0.011,-0.016383463803273792
0.01125,-0.1053228678305913
0.0115,-0.07183938075576773
0.01175,-0.18179022322033042
0.012,-0.15060504161706884
0.01225,-0.2533730636209457
0.0125,-0.17031741901528608
0.012750000000000001,-0.1811359544657841
0.013000000000000001,-0.19792612631580983
0.01325,-0.10954582194462177
0.0135,-0.12183592347294406
0.01375,-0.08549968503710545
0.014,-0.15998897295162293
0.01425,-0.08846878536260985
0.0145,-0.11165807791592033
0.014750000000000001,-0.08668391784853823
0.015,-0.11453982752583242
0.01525,-0.03387167077564406
0.0155,-0.1206919774800723
0.01575,0.05593742592015805
0.016,-0.06759286540836039
0.01625,0.12895358115606997
0.0165,-0.04029021347319671
0.01675,0.12106288659234418
0.017,-0.01568899890796406
0.01725,0.023628474601717242
0.0175,0.04318640601006116
0.017750000000000002,-0.012690971086091185
