Date,2020-11-27 15:35:47
Filename,STFMK-20201105-LW19-1941_20201127_153547_004.dat
Data Label,정상
Label_No,00
Motor Spec,R-EF-05, 1760,2.2, 4.7,
Period,3SEC
Sample Rate,4000
RMS,0.008409,
Data Length,12000,
0,-0.0122142937,
0.00025,-0.0168997310,
0.0005,0.0028565864,
0.00075,-0.0010409720,
0.001,-0.0153265148,
0.00125,0.0003794782,
0.0015,0.0072387950,
0.00175,-0.0053574769,
0.002,-0.0074053118,
0.00225,0.0023463413,
0.0025,0.0037622969,
0.00275,-0.0115539022,
0.003,-0.0079112286,
0.00325,0.0056654317,
0.0035,-0.0015446240,
0.00375,-0.0052074324,
0.004,0.0034739282,
0.00425,0.0104816686,
0.0045,0.0077234060,
0.00475,-0.0049279416,
0.005,0.0127962455,
0.00525,0.0132533778,
0.0055,-0.0039404496,
0.00575,0.0044312729,
0.006,0.0054531451,
0.00625,0.0038210955,
0.0065,0.0033563480,
0.00675,0.0035793167,
0.007,0.0140788499,
0.00725,0.0088863438,
0.0075,0.0011344443,
0.00775,0.0186227020,
0.008,0.0182229467,
0.00825,0.0136785852,
0.0085,0.0130072590,
0.00875,0.0121395160,
0.009,0.0178184584,
0.00925,0.0100211035,
0.0095,0.0159636941,
0.00975,0.0242463648,
0.01,0.0112955552,
0.01025,0.0141008571,
0.0105,0.0142519530,
0.01075,0.0144411065,
0.011,0.0123954602,
0.01125,0.0071447864,
0.0115,0.0119391354,
0.01175,0.0122930687,
0.012,0.0055874833,
0.01225,0.0183100849,
0.0125,0.0110126510,
0.01275,0.0081946533,
0.013,0.0100916754,
0.01325,-0.0009109291,
0.0135,0.0003258845,
0.01375,-0.0033888409,
0.014,-0.0036946060,
0.01425,0.0065782829,
0.0145,-0.0050872755,
0.01475,-0.0005325688,
0.015,0.0085879341,
0.01525,-0.0041916505,
0.0155,-0.0005032590,
0.01575,-0.0037690885,
0.016,-0.0024871072,
0.01625,-0.0063864123,
0.0165,-0.0210252963,
0.01675,-0.0023972180,
0.017,0.0012267616,
0.01725,-0.0112287002,
0.0175,-0.0007486178,
0.01775,-0.0004761683,
0.018,0.0015517622,
0.01825,0.0001648947,
0.0185,-0.0111532584,
0.01875,0.0086781131,
0.019,-0.0006949154,
0.01925,-0.0186662395,
0.0195,-0.0020359561,
0.01975,-0.0032990191,
0.02,-0.0040182946,
0.02025,-0.0119765671,
0.0205,-0.0103844153,
0.02075,0.0059891655,
0.021,-0.0135692284,
0.02125,-0.0157892909,
0.0215,0.0040840232,
0.02175,-0.0035098754,
0.022,-0.0102047976,
0.02225,-0.0095859487,
0.0225,-0.0059674173,
0.02275,-0.0027419883,
0.023,-0.0202487763,
0.02325,-0.0116941016,
0.0235,-0.0030515392,
