source_file,equipment_id,power_kw,rpm,window_index,padded,rms,peak,crest_factor,std,kurtosis,skewness,p2p,spectral_centroid,spectral_entropy,spectral_energy,band_1x,band_1x_ratio,band_2x,band_2x_ratio,band_3x,band_3x_ratio,band_high,band_high_ratio,label_name,label_no,is_anomaly
val_anomaly_000.csv,L-CAHU-01R,11.0,1765.0,0,1,0.2738612787499412,2.4128211161115343,8.81037701684668,0.2738612787499412,29.060662355284748,-0.430144502804832,4.727434681530829,782.3903504672728,7.180804754696199,2.1340927154966336e-05,2.698954940526826e-07,0.012646849506249034,3.587451505474924e-06,0.16810195168301642,6.230178603238211e-07,0.02919357044798478,1.5899641450454339e-06,0.07450304916463887,MISALIGN,1,1
train_anomaly_001.csv,L-CAHU-01R,11.0,1765.0,0,1,0.3535533905898156,3.05128182335673,8.630328274487193,0.3535533905898156,18.548458630139084,-0.42731765508397124,5.51813911406288,736.3738663667024,7.225452505481112,0.000287195685783287,2.1453523743881453e-06,0.007470002094693692,3.4241592584404946e-05,0.1192273919122973,1.7421549546873167e-06,0.0060660902685074364,2.9233818156442405e-05,0.10179058949549036,MISALIGN,1,1
train_anomaly_000.csv,L-CAHU-01R,11.0,1765.0,0,1,0.35355339058981633,2.5895880444989,7.324461067030043,0.35355339058981633,17.582439338187026,0.11040411303620203,5.117840724993263,733.9523389267887,7.185906169466259,0.0002558050932569402,3.0788202204454315e-06,0.012035804999992511,3.133051775512415e-05,0.12247808421724661,5.083446921252489e-07,0.0019872344434309153,2.3206390749271076e-05,0.09071903320533851,MISALIGN,1,1
train_normal_004.csv,L-CAHU-01R,11.0,1765.0,0,1,0.3535533905591952,3.545751176357111,10.02889880574747,0.3535533905591952,22.288338993882405,0.02702481277820976,7.007823425218911,984.4743537597087,7.475259386141418,0.00032653617401475426,3.2902698055408442e-06,0.010076279651001779,6.3675912054611866e-06,0.019500415917696984,1.3916854180490275e-06,0.0042619639990825195,7.947837463859959e-05,0.2433983765455904,NORMAL,0,0
train_normal_005.csv,L-CAHU-01R,11.0,1765.0,0,1,0.3535533905593765,3.0736159157308354,8.693498627913604,0.3535533905593765,21.597083829993835,0.3789340154375344,6.070145080064171,1003.5160465023455,7.472053492217059,0.00025892004234232447,2.3628064197271906e-06,0.00912562194240362,9.669638577246355e-07,0.0037346041232535765,1.1228644483324736e-06,0.004336722789686197,4.782809056343673e-05,0.18472146895527713,NORMAL,0,0
train_normal_007.csv,L-CAHU-01R,11.0,1765.0,0,1,0.35355339055779605,2.8301376055308602,8.004837971028332,0.35355339055779605,19.43932810508663,-0.3627397168059167,5.554548234676984,1049.5231909546183,7.462045363916411,0.0003052169322403696,1.8309223796938497e-06,0.005998757559924397,1.116313571844918e-06,0.0036574431295501642,2.3631491345596334e-06,0.007742523054712332,4.582493993827386e-05,0.15013891792276132,NORMAL,0,0
train_normal_001.csv,L-CAHU-01R,11.0,1765.0,0,1,0.3535533905569915,2.762361624138874,7.813138546852032,0.3535533905569915,18.324419557624502,0.29809270943992733,5.205879840620619,1010.078851604873,7.4729568782399,0.0002690445222419382,1.4178922279256961e-06,0.005270102569308797,1.0000601502369454e-06,0.0037170805110748237,1.7372447183808272e-06,0.006457090090162142,7.456108605847214e-05,0.2771328902635048,NORMAL,0,0
test_normal_000.csv,L-CAHU-01R,11.0,1765.0,0,1,0.2738612787246961,3.6665537445656664,13.388361296005435,0.2738612787246961,36.81928903146135,0.12555681604046676,6.039689423243566,983.7630907414018,7.465789073000556,2.4233700194911776e-05,7.522443772096853e-07,0.03104125128062904,1.720713993570142e-08,0.0007100500458990705,2.771232130014011e-07,0.011435447776133964,4.497431329445286e-06,0.18558582854753597,NORMAL,0,0
val_normal_001.csv,L-CAHU-01R,11.0,1765.0,0,1,0.2738612787228046,2.906177298727852,10.6118590852663,0.2738612787228046,38.08343986008462,-0.12924915530492573,5.491155915942141,1011.9413409941184,7.472107677620698,1.800339171625862e-05,2.322753758602672e-07,0.012901756486834781,5.4436818017082174e-08,0.003023697916205479,1.2374355557025808e-07,0.006873346840446011,3.3148471564462635e-06,0.18412348121341324,NORMAL,0,0
train_normal_006.csv,L-CAHU-01R,11.0,1765.0,0,1,0.35355339055901325,3.2048505563075778,9.06468624507103,0.35355339055901325,20.20892951974846,-0.2628020379680511,6.282232755271547,1050.0996436850817,7.460591114946699,0.0002814630085514969,1.3892161631842378e-06,0.004935697128846915,1.202683956855229e-06,0.004272973429242601,8.836734241647526e-07,0.0031395721544810904,3.900228777264621e-05,0.13856985318733384,NORMAL,0,0
val_normal_000.csv,L-CAHU-01R,11.0,1765.0,0,1,0.2738612787248607,3.00117047713057,10.958725129355681,0.2738612787248607,34.451361066152124,0.8487408012733835,5.7504867737264185,982.9586133036386,7.454589554934098,1.9055047428084764e-05,1.8507046311985623e-07,0.009712411570652165,3.1720764666375074e-08,0.0016646909322105712,1.7463760952305487e-08,0.000916490028073406,4.9650587314905265e-06,0.26056396606878285,NORMAL,0,0
STFMK-20201105-LW15-2055_20201125_164103_004.csv,L-DSF-01,2.2,1730.0,0,0,0.9854064292766521,4.133435999274173,4.194650934340027,0.9854064101680321,0.3863415433692734,-0.3074648153035595,7.506049367366501,815.1472732951472,7.123960852893521,0.208079475409064,0.01078395318972571,0.05182612638043953,0.005650715100678052,0.027156523196578117,0.004946464237090982,0.023771994942637733,0.0429619948919893,0.20646916187927808,NORMAL,0,0
STFMK-20201105-LW15-2055_20201125_164103_004.csv,L-DSF-01,2.2,1730.0,1,0,1.0257461236019876,8.220978435942413,8.014632711519095,1.0257293765754818,2.0411344540048493,-0.6532704806257129,11.593591804034741,784.204333093192,7.172693167915605,0.1825501742491545,0.011554945874749766,0.06329736973561549,0.002791306771842636,0.015290627814098425,0.0038299289894861317,0.020980144254799965,0.04698238740039892,0.257366981946973,NORMAL,0,0
STFMK-20201105-LW15-2055_20201125_164103_004.csv,L-DSF-01,2.2,1730.0,2,0,1.043920661208895,8.220978435942413,7.875098885785411,1.0439175260360394,2.512238683425532,-0.7305856184133345,11.206786171248273,802.4742196314015,7.178622745008499,0.22355378895696223,0.017161482466888645,0.07676668128488984,0.004165571388742804,0.018633418866117923,0.004965063611262168,0.022209704583526536,0.04756619969336357,0.21277295238561508,NORMAL,0,0
STFMK-20201105-LW15-2055_20201125_164103_004.csv,L-DSF-01,2.2,1730.0,3,0,0.9874059432794849,6.619961453064173,6.704397009269054,0.9873479791338876,1.9588671030972327,-0.5362554560009902,9.605769188370033,810.5951345314638,7.19245908089858,0.16905115022175712,0.010624251458482316,0.0628463719090091,0.004373059061047538,0.025868259726781317,0.00290155168332286,0.01716375002191157,0.038592229030964514,0.22828729044635415,NORMAL,0,0
STFMK-20201105-LW15-2055_20201125_164103_004.csv,L-DSF-01,2.2,1730.0,4,0,0.9654511778594156,6.619961453064173,6.856857814120647,0.9654257921535822,1.1686524040782942,-0.33243338844521975,9.679341249654302,824.5878037161032,7.148822630367498,0.17517301032605775,0.008686349449346797,0.04958725909418629,0.002625358654667037,0.014987232620940484,0.002565705106585524,0.01464669187228019,0.04026428593643063,0.22985439287413525,NORMAL,0,0
STFMK-20201105-LW15-2055_20201125_164030_004.csv,L-DSF-01,2.2,1730.0,0,0,0.9950714421355221,6.0130684252361135,6.0428509658818355,0.9948883674488717,0.8112183636668555,-0.33375595172768074,9.80559333585383,815.983876121297,7.183867677784148,0.15961199916607552,0.008831396437020154,0.055330404250065995,0.0037354044162086577,0.023403030071204027,0.005696611373182549,0.035690370416670565,0.041354158258992274,0.25909178805512906,NORMAL,0,0
STFMK-20201105-LW15-2055_20201125_164030_004.csv,L-DSF-01,2.2,1730.0,1,0,1.0036188589369888,5.247292256916377,5.228371517917634,1.003557269741792,0.8449314139769775,-0.36251145284909086,9.039817167534093,787.5592275277522,7.109609819723863,0.22414186828215618,0.014043237810437974,0.06265334503574292,0.0047333523058830295,0.021117662408009157,0.003946673697850132,0.01760792719404813,0.048764641495135944,0.21756150186876116,NORMAL,0,0
STFMK-20201105-LW15-2055_20201125_164030_004.csv,L-DSF-01,2.2,1730.0,2,0,0.9874215118229852,6.717132959696188,6.802700649379375,0.9873929331206455,1.3634477395056264,-0.5147825249139264,10.076679522278738,824.6694704211766,7.181660126076551,0.1584801217364418,0.01059800355251206,0.06687276256726332,0.003171054701288327,0.02000916371431053,0.004159520990612377,0.02624632632179455,0.03711502931434888,0.23419359417247623,NORMAL,0,0
