Date,2020-12-01 16:15:40
Filename,STFMK-20201105-LW15-2055_20201201_161540_004.dat
Data Label,축정렬불량
Label_No,03
Motor Spec,L-DSF-01, 1730,2.2, 8.6,
Period,3SEC
Sample Rate,4000
RMS,0.006392,
Data Length,12000,
0,-0.0102442987,
0.00025,-0.0096204048,
0.0005,-0.0108793611,
0.00075,-0.0074527226,
0.001,-0.0009961992,
0.00125,-0.0034433492,
0.0015,-0.0057609514,
0.00175,0.0001252540,
0.002,-0.0095356451,
0.00225,-0.0086768307,
0.0025,-0.0016070523,
0.00275,-0.0049811131,
0.003,0.0038670006,
0.00325,0.0108023472,
0.0035,0.0091095930,
0.00375,0.0059311134,
0.004,0.0052288780,
0.00425,-0.0003270658,
0.0045,-0.0082573192,
0.00475,0.0009698874,
0.005,-0.0023399943,
0.00525,0.0014104421,
0.0055,0.0025476278,
0.00575,-0.0006719319,
0.006,-0.0027396781,
0.00625,-0.0023306033,
0.0065,0.0044874675,
0.00675,-0.0011266549,
0.007,-0.0005111291,
0.00725,0.0033261650,
0.0075,0.0006617064,
0.00775,-0.0044079050,
0.008,-0.0058846846,
0.00825,-0.0023934916,
0.0085,-0.0042818259,
0.00875,-0.0111037567,
0.009,-0.0011481660,
0.00925,0.0027560373,
0.0095,0.0021450468,
0.00975,-0.0018156685,
0.01,0.0007864950,
0.01025,-0.0039843754,
0.0105,-0.0110632852,
0.01075,-0.0108152311,
0.011,-0.0065267123,
0.01125,-0.0016914314,
0.0115,-0.0020953636,
0.01175,0.0090916837,
0.012,0.0093786083,
0.01225,0.0018243210,
0.0125,0.0010521697,
0.01275,0.0005170017,
0.013,-0.0053567160,
0.01325,-0.0057720356,
0.0135,-0.0039227935,
0.01375,0.0015455803,
0.014,-0.0022700031,
0.01425,-0.0055864211,
0.0145,-0.0037326629,
0.01475,-0.0054788366,
0.015,-0.0073706503,
0.01525,-0.0055706315,
0.0155,-0.0044790064,
0.01575,-0.0065973941,
0.016,-0.0061007128,
0.01625,-0.0055410475,
0.0165,-0.0073074400,
0.01675,-0.0100116199,
0.017,-0.0041748602,
0.01725,-0.0011904844,
0.0175,-0.0005337547,
0.01775,0.0034596140,
0.018,0.0090708490,
0.01825,0.0042174542,
0.0185,-0.0027442826,
0.01875,-0.0022878670,
0.019,-0.0000263564,
0.01925,-0.0002029468,
0.0195,0.0011159703,
0.01975,0.0054707937,
0.02,0.0096348338,
0.02025,0.0062699094,
0.0205,-0.0034944490,
0.02075,0.0055639315,
0.021,0.0075520179,
0.02125,-0.0091320379,
0.0215,-0.0013768597,
0.02175,0.0101274857,
0.022,0.0015596543,
0.02225,-0.0033454469,
0.0225,0.0099070296,
0.02275,0.0114848278,
0.023,-0.0001410144,
0.02325,-0.0002936390,
0.0235,0.0075519308,
0.02375,0.0095768701,
0.024,-0.0053011682,
0.02425,-0.0008090563,
0.0245,0.0134520372,
0.02475,-0.0000115518,
0.025,-0.0099552376,
0.02525,0.0024014460,
0.0255,0.0043049399,
0.02575,-0.0029807691,
0.026,0.0027346765,
0.02625,0.0080146817,
0.0265,0.0079637459,
0.02675,0.0007779627,
0.027,-0.0031660963,
0.02725,0.0023538787,
0.0275,0.0010060031,
0.02775,-0.0041229175,
0.028,0.0082973791,
0.02825,0.0121582123,
0.0285,0.0082436074,
0.02875,0.0064976513,
0.029,0.0048059835,
0.02925,0.0047119237,
0.0295,0.0007724031,
0.02975,-0.0055372436,
0.03,-0.0009678819,
0.03025,0.0053856829,
0.0305,-0.0022311325,
0.03075,-0.0007468236,
0.031,0.0046925987,
0.03125,-0.0023578941,
0.0315,-0.0053305812,
0.03175,-0.0016178722,
0.032,-0.0014695502,
0.03225,-0.0040270211,
0.0325,-0.0045647034,
0.03275,-0.0099057527,
0.033,-0.0074924347,
0.03325,-0.0086395983,
0.0335,-0.0152329830,
0.03375,-0.0054198508,
0.034,-0.0031375838,
0.03425,-0.0023351063,
0.0345,-0.0037512900,
